Area,Location,Project_Name,BHK,Sale_price,Plot_no,Survey_no,GAT_No,No_Buildings,Brokerage_Lac,Covered_Parking,Open_Parking,cal_price,final_price
750,Moshi,Bhim Nagar,2,0.46,"[nan, nan]",,,,0,0,1,4600000,4600000
794,Dhanori,Amorapolis,2,0.5764,"[nan, nan]",,,,0,1,0,5764000,5764000
814,Wadgaon Sheri,Bramha Corp The Collection,2,0.92,"[nan, nan]",,,,0,1,0,9200000,9200000
745,Dhanori,Raojee Palladium Plus,2,0.6809,"[nan, nan]",,,,0,1,0,6809000,6809000
522,Dhanori,Raojee Palladium Plus,1,0.4505,"[nan, nan]",,,,0,1,0,4505000,4505000
589,Alandi,Mangalam Breeze,2,0.35,"[nan, nan]",,,,0,0,1,3500000,3500000
755,Mundhwa,K City,2,0.6242,"[nan, nan]",,,,0,1,0,6242000,6242000
987,Mundhwa,K City,3,0.798,"[nan, nan]",,,,0,1,0,7980000,7980000
1150,Baner,Concord Proxima,3,1.25,"[nan, nan]",,,,2.5,1,0,12500000,12250000
750,Mundhwa,Venkatesh Graffiti Phase 1 B E F,2,0.61,"[nan, nan]",,,,0,1,0,6100000,6100000
800,Mundhwa,Venkatesh Graffiti Phase 1 B E F,2,0.66,"[nan, nan]",,,,0,1,0,6600000,6600000
450,Lohegaon,Spacemint Easterlia,1,0.3709,"[nan, nan]",,,,0,1,0,3709000,3709000
1100,Mundhwa,Oxford Florida River Walk II,3,0.942,"[nan, nan]",,,,0,1,0,9420000,9420000
900,Mundhwa,Oxford Florida River Walk Phase 1,2,0.745,"[nan, nan]",,,,0,1,0,7450000,7450000
1230,Magarpatta City,Magarpatta Jasminium,2,0.95,"[nan, nan]",,,,1,0,1,9500000,9400000
1300,Baner,Kalpataru Jade Residences,3,1.44,"[nan, nan]",,,,0,1,0,14400000,14400000
307,Baner,Malpani Vivanta,1,0.3584,"[nan, nan]",,,,0,1,0,3584000,3584000
1163,Balewadi,Gagan Klara,3,1.11,"[nan, nan]",,,,0,1,0,11100000,11100000
955,Kharadi,VTP Altair,3,0.93,"[nan, nan]",,,,0,0,0,9300000,9300000
1035,Kharadi,Ganga Platino Phase III,3,1.5,"[nan, nan]",,,,0,1,0,15000000,15000000
826,Kharadi,Goel Ganga Serio,2,0.87,"[nan, nan]",,,,0,1,0,8700000,8700000
951,Kharadi,Onyx Gagan Avencia,3,1.16,"[nan, nan]",,,,0,1,0,11600000,11600000
824,Kharadi,Majestique Marbella Phase 1,2,0.81,"[nan, nan]",,,,0,1,0,8100000,8100000
2963,Kharadi,Panchshil Eon Waterfront,4,4,"[nan, nan]",,,,0,1,0,40000000,40000000
1700,Kharadi,Darode Shriniwas Liviano Phase I,5,1.85,"[nan, nan]",,,,1.9,0,0,18500000,18310000
1350,Kharadi,Marvel Citrine,3,1.15,"[nan, nan]",,,,2,0,1,11500000,11300000
470,Tathawade,Mahindra Happinest Tathawade,1,0.399,"[nan, nan]",,,,0,1,0,3990000,3990000
1554,Balewadi,Bhandari 43 Privet Drive,3,2.15,,,,,0,1,0,21500000,21500000
1554,Balewadi,Bhandari 43 Privet Drive,3,2.15,,,,,0,1,0,21500000,21500000
1138,Tathawade,Eisha Foot Print,3,0.77,"[nan, nan]",,,,0,1,0,7700000,7700000
1250,Wakad,5 Star Royal Entrada,3,1.1,"[nan, nan]",,,,1.1,1,0,11000000,10890000
807,Mundhwa,Vistaar Ashtavinayak,2,0.69,"[nan, nan]",,,,1.2,1,0,6900000,6780000
1198,Balewadi,Avon Vista Phase 2,3,1.2,"[nan, nan]",,,,0,1,0,12000000,12000000
484,Shikrapur,Diamond Villa,1,0.1811,"[nan, nan]",,,,0,0,0,1811000,1811000
730,Chokhi Dhani,Vilas Yashwin Orizzonte Phase 1,2,0.69,"[nan, nan]",,,,0,0,1,6900000,6900000
1235,Bavdhan,Ganga Legend Bavdhan,3,1.4,"[nan, nan]",,,,2.8,1,0,14000000,13720000
814,Mundhwa,ARP Valora Towers,2,0.64,"[nan, nan]",,,,0,1,0,6400000,6400000
436,Mahalunge,Godrej Hill Retreat,1,0.369,"[nan, nan]",,,,0,0,0,3690000,3690000
772,Kharadi,Duville Riverdale Suites,1,0.72,"[nan, nan]",,,,0,1,0,7200000,7200000
620,Ambegaon Budruk,Kutumb,2,0.4721,"[nan, nan]",,,,0,0,1,4721000,4721000
955,Kothrud,Anita Dahanukar Colony,3,1.59,"[nan, nan]",,,,0,1,0,15900000,15900000
1245,Kharadi,Duville Riverdale Suites,3,1.6,"[nan, nan]",,,,0,1,0,16000000,16000000
808,Parvati Darshan,BKP Stella,2,0.999,"[nan, nan]",,,,0,1,0,9990000,9990000
652,Ravet,MANGALAM CHAITANYA,2,0.517,"[nan, nan]",,,,0,1,0,5170000,5170000
1157,Parvati Darshan,BKP Stella ,3,1.42,"[nan, nan]",,,,0,1,0,14200000,14200000
1147,Parvati Darshan,BKP Stella,3,1.4,"[nan, nan]",,,,0,1,0,14000000,14000000
1350,Aundh,Paranjape West End River View,3,1.8,"[nan, nan]",,,,3.6,1,0,18000000,17640000
703,Baner,Namrata Altura Hills,2,0.6,"[nan, nan]",,,,0,1,0,6000000,6000000
414,Maan,Shapoorji Pallonji Hinjawadi I Phase 3,1,0.42,"[nan, nan]",,,,0,1,0,4200000,4200000
591,Maan,Vilas Yashwin SukhNiwas,2,0.52,"[nan, nan]",,,,0,1,0,5200000,5200000
1032,Bavdhan,Kolte Patil 24K Stargaze,3,1.35,"[nan, nan]",,,,0,1,0,13500000,13500000
447,Bavdhan,Bavdhan,1,0.43,"[nan, nan]",,,,0,0,1,4300000,4300000
700,Bavdhan,Madhuvishwa Society,2,0.54,"[nan, nan]",,,,1.1,1,0,5400000,5290000
680,Kharadi,Shanti Samarth,2,0.52,"[nan, nan]",,,,0,0,0,5200000,5200000
691,Mahalunge,Godrej Green Cove,2,0.58,"[nan, nan]",,,,0,1,0,5800000,5800000
423,Mahalunge,Township Codename Blue Waters,1,0.345,"[nan, nan]",,,,0,1,0,3450000,3450000
629,Mamurdi,Godrej Forest Grove At Godrej Park Greens,2,0.48,"[nan, nan]",,,,0,1,0,4800000,4800000
650,Kharadi,Shanti samarth ,2,0.51,"[nan, nan]",,,,0,0,0,5100000,5100000
1205,Baner,Majestique Signature Towers,3,1.24,"[nan, nan]",,,,0,1,0,12400000,12400000
620,Ambegaon Budruk,Kutumb,2,0.4721,"[nan, nan]",,,,0,0,1,4721000,4721000
620,Ambegaon Budruk,Kutumb,2,0.4721,"[nan, nan]",,,,0,0,1,4721000,4721000
826,Kharadi,Majestique Marbella Phase 1,2,0.7808,"[nan, nan]",,,,0,1,0,7808000,7808000
1064,Kharadi,Majestique Marbella Phase 1,3,0.9915,"[nan, nan]",,,,0,1,0,9915000,9915000
815,Katraj,Bafna Padmaja Park,2,0.72,"[nan, nan]",,,,1.4,1,0,7200000,7060000
724,Kharadi,gera planet of joy ,2,0.78,"[nan, nan]",,,,0,1,0,7800000,7800000
792,Kharadi,Gera planet of Joy,2,0.87,"[nan, nan]",,,,0,1,0,8700000,8700000
455,Ravet,MANGALAM CHAITANYA,1,0.3595,"[nan, nan]",,,,0,1,0,3595000,3595000
652,Ravet,MANGALAM CHAITANYA,2,0.5145,"[nan, nan]",,,,0,1,0,5145000,5145000
1050,Kharadi,Royal Velstand Phase 2 Formerly Kul Scapes,3,1.14,"[nan, nan]",,,,0,1,0,11400000,11400000
850,Chokhi Dhani,Vilas Yashwin Orizzonte Phase 1,3,0.89,"[nan, nan]",,,,0,1,0,8900000,8900000
438,Wagholi,Goel Ganga Hill Shire Ph I,1,0.3189,"[nan, nan]",,,,0,1,0,3189000,3189000
1001,Wagholi,Goel Ganga Hill Shire Ph I,3,0.6951,"[nan, nan]",,,,0,1,0,6951000,6951000
485,Bavdhan,Ganga Legend Bavdhan,1,0.53,"[nan, nan]",,,,1.1,1,0,5300000,5190000
668,Wagholi,Majestique Manhattan,2,0.4293,"[nan, nan]",,,,0,1,0,4293000,4293000
570,Vadgaon Budruk,Prayeja puram,2,0.56,"[nan, nan]",,,,0,1,0,5600000,5600000
489,Bavdhan,Puraniks Abitante Fiore Phase 2B,1,0.395,"[nan, nan]",,,,0,1,0,3950000,3950000
265,Manjari Khurd,Godrej Parkridge,1,0.2795,"[nan, nan]",,,,0,1,0,2795000,2795000
842,Ravet,AUM Miravet District Phase I,2,0.67,"[nan, nan]",,,,0,1,0,6700000,6700000
956,Kothrud,Anita kunj Apartment,3,1.6,"[nan, nan]",,,,0,1,0,16000000,16000000
1005,Kothrud,Anita kunj Apartment,3,1.67,"[nan, nan]",,,,0,1,0,16700000,16700000
615,Kharadi,Duville Riverdale Heights,2,0.68,"[nan, nan]",,,,0,1,0,6800000,6800000
550,Bavdhan,Rucha Homes Bavdhan,1,0.46,"[nan, nan]",,,,0,1,0,4600000,4600000
818,Parvati Darshan,BKP Stella,2,1.01,"[nan, nan]",,,,0,1,0,10100000,10100000
485,Bavdhan,Feel Bliss Bavdhan,1,0.42,"[nan, nan]",,,,0,1,0,4200000,4200000
1475,Parvati Darshan,BKP Stella,3,1.78,"[nan, nan]",,,,0,1,0,17800000,17800000
465,Bavdhan,Ram Nagar,1,0.4,"[nan, nan]",,,,0,0,1,4000000,4000000
736,Baner,Malpani Vivanta,2,0.7886,"[nan, nan]",,,,0,1,0,7886000,7886000
768,Hinjewadi,Sagar Accord,2,0.64,"[nan, nan]",,,,0,1,0,6400000,6400000
593,Kharadi,Duville Riverdale Grove,2,0.6507,"[nan, nan]",,,,0,0,1,6507000,6507000
1075,Kharadi,Duville Riverdale Heights,3,1.1,"[nan, nan]",,,,2,0,1,11000000,10800000
1220,Baner,KBD Aurelia,3,1.6,"[nan, nan]",,,,3.2,1,0,16000000,15680000
2939,Baner,Kundan Emirus,4,2.76,,,,,3.6,1,0,27600000,27240000
3143,Baner,Kundan Emirus,4,2.83,,,,,3.6,1,0,28300000,27940000
1005,Kharadi,Marvel Citrine,2,0.95,"[nan, nan]",,,,2,0,1,9500000,9300000
1082,Pashan,Amar Serenity,3,1.59,"[nan, nan]",,,,0,1,0,15900000,15900000
1113,Baner,tejelevia,3,1.08,"[nan, nan]",,,,0,1,0,10800000,10800000
1800,Kharadi,Tuscan Estate Phase I and Phase II,3,1.8,"[nan, nan]",,,,2.6,1,0,18000000,17740000
876,Baner,Majestique Signature Towers,3,1.5,,,,,0,0,1,15000000,15000000
1179,Baner,Majestique Signature Towers,3,2,,,,,0,0,1,20000000,20000000
611,Sus,VTP Sierra,2,0.53,"[nan, nan]",,,,0,1,0,5300000,5300000
1150,Baner,Baner,3,1.3,"[nan, nan]",,,,1.3,1,0,13000000,12870000
1070,Wakad,Sree Wisteriaa,3,1,"[nan, nan]",,,,1,1,0,10000000,9900000
1360,Balewadi,DNV Elite Empire,3,1,"[nan, nan]",,,,1,1,0,10000000,9900000
1410,Balewadi,Kunal Aspiree,3,1.6,"[nan, nan]",,,,1.6,1,0,16000000,15840000
484,Shikrapur,Shikrapur,1,0.18,"[nan, nan]",,,,0,1,0,1800000,1800000
886,Chinchwad,Sukhwani Empire Square Phase II,2,0.9902,"[nan, nan]",,,,0,1,0,9902000,9902000
875,Vadgaon Budruk,Minakshi Puram,3,0.47,"[nan, nan]",,,,0,0,1,4700000,4700000
453,Dhayri,Paranjape Schemes Madhukosh,1,0.39,"[nan, nan]",,,,0,1,0,3900000,3900000
575,Wagholi,Majestique Palm Atlantis,1,0.33,"[nan, nan]",,,,0,0,1,3300000,3300000
1056,Dhanori,Pride Wellington,3,0.79,"[nan, nan]",,,,0,1,0,7900000,7900000
522,Wagholi,mi casaa,1,0.36,"[nan, nan]",,,,0,0,1,3600000,3600000
1747,Charholi Budruk,Pride Notting Hill Phase I,3,1.84,"[nan, nan]",,,,0,1,0,18400000,18400000
791,Sus,Blueroof sera,2,0.6,"[nan, nan]",,,,0,1,0,6000000,6000000
700,Dhanori,Gini Belvista Phase I,2,0.51,"[nan, nan]",,,,0,1,0,5100000,5100000
452,Hinjewadi,Nere dattawadi,2,0.35,"[nan, nan]",,,,0,1,0,3500000,3500000
717,Dhanori,Goel Ganga Aria A,2,0.51,"[nan, nan]",,,,0,1,0,5100000,5100000
584,Shikrapur,Diamand Villa,2,0.2,"[nan, nan]",,,,0,0,1,2000000,2000000
1196,Kharadi,Geras World of Joy L,3,1.26,"[nan, nan]",,,,0,1,0,12600000,12600000
1061,Kharadi,Goel Ganga Serio,3,1.19,"[nan, nan]",,,,0,0,1,11900000,11900000
734,Viman Nagar,Oxy Beaumonde,2,0.959,"[nan, nan]",,,,0,1,0,9590000,9590000
1154,Viman Nagar,Oxy Beaumonde,3,1.46,"[nan, nan]",,,,0,1,0,14600000,14600000
723,Viman Nagar,Shubh Gateway,3,1.1,"[nan, nan]",,,,0,1,0,11000000,11000000
1600,Viman Nagar,Shubh Gateway,4,1.64,"[nan, nan]",,,,0,0,1,16400000,16400000
1597,Viman Nagar,Naiknavare Eminence Project 2,3,2.63,"[nan, nan]",,,,0,0,1,26300000,26300000
1350,Wadgaon Sheri,Supreme Belmac Residences,3,2.2,"[nan, nan]",,,,0,0,1,22000000,22000000
2095,Wadgaon Sheri,Supreme Belmac Residences,4,3.33,"[nan, nan]",,,,0,1,0,33300000,33300000
453,Hinjewadi,Hinjewadi Rajiv Gandhi Infotech Park,1,0.2458,"[nan, nan]",,,,0,0,1,2458000,2458000
456,Hinjewadi,Hinjewadi Rajiv Gandhi Infotech Park,1,0.2476,"[nan, nan]",,,,0,0,1,2476000,2476000
703,Hinjewadi,Nere dattawadi,2,0.3661,"[nan, nan]",,,,0,1,0,3661000,3661000
700,Dhanori,Akshay Yash Gracia E Wing,2,0.51,"[nan, nan]",,,,0,1,0,5100000,5100000
1045,Dhanori,Shreyas Palladium Exotica,3,0.75,"[nan, nan]",,,,1.5,1,0,7500000,7350000
1991,Baner,Emirus G,4,5.7,"[nan, nan]",,,,0,1,0,57000000,57000000
1257,Baner,Emirus G,3,3.37,"[nan, nan]",,,,0,1,0,33700000,33700000
470,Wagholi,Mulik Luxuria E Wing,1,0.32,"[nan, nan]",,,,0,1,0,3200000,3200000
1558,Mahalunge,Balaji Metro Jazz,3,1.86,"[nan, nan]",,,,0,1,0,18600000,18600000
1190,Bibwewadi,Kumar kshitij,3,2.5,,,,,2.5,1,0,25000000,24750000
1190,Bibwewadi,Kumar kshitij,3,2.5,,,,,2.5,1,0,25000000,24750000
1942,Tathawade,Pharande Puneville,4,1.65,"[nan, nan]",,,,0,1,0,16500000,16500000
821,Punawale,Bhandari 7 Plumeria Drive Phase 1,2,0.94,"[nan, nan]",,,,0,1,0,9400000,9400000
1198,Chinchwad,Empire Square,3,1.46,"[nan, nan]",,,,0,1,0,14600000,14600000
479,Maan,Kohinoor Sportsville,1,0.38,"[nan, nan]",,,,0,1,0,3800000,3800000
728,Mahalunge,VTP Leonara Building B,2,0.6979,"[nan, nan]",,,,0,1,0,6979000,6979000
723,Punawale,Puneville Phase 111,2,0.6175,"[nan, nan]",,,,0,0,1,6175000,6175000
850,Viman Nagar,Lunkad Colonnade I,2,0.98,"[nan, nan]",,,,2,1,0,9800000,9600000
608,Wagholi,Nyati Elan,2,0.39,"[nan, nan]",,,,0,1,0,3900000,3900000
868,Nanded,Dharmavat Sunder Sanskruti Phase I,2,0.81,"[nan, nan]",,,,1.6,0,1,8100000,7940000
1120,Ambegaon Budruk,Leck vista soc,3,0.86,"[nan, nan]",,,,0,0,1,8600000,8600000
760,Ambegaon Budruk,Navjeevan Sundarban,2,0.52,,,,,1,1,0,5200000,5100000
980,Bavdhan,Brahma Vantage Bavdhan,2,1.25,"[nan, nan]",,,,2.5,1,0,12500000,12250000
1025,Balewadi,Balewadi,3,0.77,"[nan, nan]",,,,1.5,1,0,7700000,7550000
530,Hinjewadi,Global Lifestyle,2,0.6133,"[nan, nan]",,,,0,1,0,6133000,6133000
690,Sus,Saffron Amber,2,0.65,"[nan, nan]",,,,0,1,0,6500000,6500000
888,Bavdhan,Kishor Bhagwati Maestros,2,0.875,"[nan, nan]",,,,1.8,1,0,8750000,8570000
1151,Bavdhan,Puravankara Aspire,3,1.25,"[nan, nan]",,,,0,1,0,12500000,12500000
903,Bavdhan,Goel Ganga Legend B2,2,0.94,"[nan, nan]",,,,1.9,1,0,9400000,9210000
780,Bavdhan,Pebbles Urbania,2,0.76,"[nan, nan]",,,,1.5,0,1,7600000,7450000
830,Bavdhan,Kunal Belleza,2,0.85,"[nan, nan]",,,,1.7,1,0,8500000,8330000
735,Pashan,Mont Vert Homes Grande Bldg Type G Plot 2,2,0.8211,"[nan, nan]",,,,0,1,0,8211000,8211000
828,Bavdhan,Goel Ganga Legend A2 And B4,2,0.7975,"[nan, nan]",,,,0,1,0,7975000,7975000
490,Pashan,Pashan,1,0.48,"[nan, nan]",,,,0,0,1,4800000,4800000
1200,Bavdhan,Prithvi Sai Velocity I,3,0.85,"[nan, nan]",,,,1.7,1,0,8500000,8330000
465,Kharadi,VTP EUPHORIA PHASE 1,1,0.42,"[nan, nan]",,,,0,1,0,4200000,4200000
630,Kharadi,VTP Euphoria Phase 1,2,0.56,"[nan, nan]",,,,0,1,0,5600000,5600000
650,Kharadi,VTP EUPHORIA PHASE 1,2,0.58,"[nan, nan]",,,,0,1,0,5800000,5800000
900,Bavdhan,Welworth Royal Avenue,2,0.95,"[nan, nan]",,,,1.9,1,0,9500000,9310000
700,Ambegaon,Ambegaon,1,0.2,,,,,0,0,0,2000000,2000000
700,Ambegaon,Ambegaon,1,0.2,,,,,0,0,0,2000000,2000000
670,Dhanori,Nyati Dhanori Project,2,0.6,"[nan, nan]",,,,0,1,0,6000000,6000000
667,Bavdhan,Satyam Shrey B,2,0.5875,"[nan, nan]",,,,0,1,0,5875000,5875000
410,Bavdhan,Satyam Shrey B,1,0.3675,"[nan, nan]",,,,0,0,1,3675000,3675000
547,Lohegaon,Yashada Splendid Courtyard,1,0.42,"[nan, nan]",,,,0,1,0,4200000,4200000
1110,Kharadi,Nyati Elysia III,3,1.22,"[nan, nan]",,,,0,1,0,12200000,12200000
1092,Manjari Khurd,VTP Township Codename Pegasus,3,0.985,"[nan, nan]",,,,0,0,0,9850000,9850000
1680,Mundhwa,Riswadkar Prestige Panorama,4,1.6,"[nan, nan]",,,,1.6,1,0,16000000,15840000
760,Ambegaon Budruk,Navjeevan Sundarban,2,0.52,,,,,1,1,0,5200000,5100000
439,Ambegaon Budruk,Nirman Aura,1,0.4,,2,,,0,0,0,4000000,4000000
735,Ambegaon Budruk,Nirman Aura,2,0.6555,,2,,,0,0,0,6555000,6555000
780,Ambegaon Budruk,Pristine Pacific Part 2,2,0.65,"[nan, nan]",,,,0,1,0,6500000,6500000
1068,Ambegaon Budruk,Pristine Pacific Phase 1,2,0.69,,,,,1.4,1,0,6900000,6760000
1068,Ambegaon Budruk,Pristine Pacific Phase 1,2,0.69,,,,,1.4,1,0,6900000,6760000
725,Dhanori,Manhattan,2,0.526,"[nan, nan]",,,,0,1,0,5260000,5260000
683,Mundhwa,PGD Pinnacle,2,0.53,"[nan, nan]",,,,0,1,0,5300000,5300000
598,Bavdhan,Puraniks Abitante Fiore Phase 2B,2,0.5576,"[nan, nan]",,,,0,1,0,5576000,5576000
750,Mundhwa,Ganga Avanta,2,0.75,"[nan, nan]",,,,0,1,0,7500000,7500000
810,Wakad,Aum Sanskruti Casa Poli,2,0.68,"[nan, nan]",,,,1.4,1,0,6800000,6660000
610,Hinjewadi,You 57,2,0.5,"[nan, nan]",,,,0,1,0,5000000,5000000
780,Hinjewadi,Kolte Patil Life Republic Sector R3 3rd Avenue,2,0.635,"[nan, nan]",,,,0,1,0,6350000,6350000
1100,Mundhwa,Ganga Avanta,3,1.2,"[nan, nan]",,,,0,1,0,12000000,12000000
774,Balewadi,Avon Vista Phase 2,2,0.85,"[nan, nan]",,,,0,1,0,8500000,8500000
619,Tathawade,Mahindra Happinest Tathawade,2,0.53,"[nan, nan]",,,,0,1,0,5300000,5300000
700,Wagholi,Rohan Yuva Building D,2,0.45,"[nan, nan]",,,,0,0,0,4500000,4500000
458,Ambegaon Budruk,Rajyog Balwant Heights,1,0.3146,"[nan, nan]",,,,0,0,1,3146000,3146000
756,Vishrantwadi,Sai Aananda,2,0.45,"[nan, nan]",,,,0,0,1,4500000,4500000
550,Baner,Blue Pearl 18 Casita,1,0.6,"[nan, nan]",,,,0,1,0,6000000,6000000
1008,Baner,Blue Pearl 18 Casita,2,0.98,"[nan, nan]",,,,0,1,0,9800000,9800000
1315,Balewadi,Balewadi Gaon,3,1.47,"[nan, nan]",,,,0,0,1,14700000,14700000
462,Ravet,Kiwale,1,0.365,"[nan, nan]",,,,0,1,0,3650000,3650000
467,Ravet,Kiwale,1,0.37,"[nan, nan]",,,,0,1,0,3700000,3700000
652,Ravet,Kiwale,2,0.5125,"[nan, nan]",,,,0,1,0,5125000,5125000
652,Ravet,Kiwale,2,0.5125,"[nan, nan]",,,,0,1,0,5125000,5125000
831,Kothrud,Anita kunj Apartment,2,1.4,"[nan, nan]",,,,0,1,0,14000000,14000000
830,Kothrud,Anita kunj Apartment,2,1.4,"[nan, nan]",,,,0,1,0,14000000,14000000
717,Kothrud,Anita kunj Apartment,2,1.21,"[nan, nan]",,,,0,1,0,12100000,12100000
830,Kothrud,Anita kunj Apartment,2,1.39,"[nan, nan]",,,,0,1,0,13900000,13900000
488,Bavdhan,Puraniks Abitante,1,0.41,"[nan, nan]",,,,0,1,0,4100000,4100000
600,Bavdhan,Puraniks Abitante,2,0.5,"[nan, nan]",,,,0,1,0,5000000,5000000
608,Baner,Puraniks Aldea,2,0.6,"[nan, nan]",,,,0,1,0,6000000,6000000
690,Mahalunge,Township Codename Blue Waters,2,0.589,"[nan, nan]",,,,0,1,0,5890000,5890000
825,Mamurdi,Godrej Nurture,2,0.64,"[nan, nan]",,,,0,1,0,6400000,6400000
585,Mamurdi,Godrej Forest Grove At Godrej Park Greens,2,0.465,"[nan, nan]",,,,0,1,0,4650000,4650000
590,Mamurdi,Godrej Forest Grove At Godrej Park Greens,2,0.465,"[nan, nan]",,,,0,1,0,4650000,4650000
495,Mahalunge,Godrej Hillside 1,1,0.41,"[nan, nan]",,,,0,1,0,4100000,4100000
758,Hinjewadi,Joyville Hinjawadi,2,0.68,"[nan, nan]",,,,0,1,0,6800000,6800000
554,Hinjewadi,Vilas Yashwin Hinjawadi,2,0.435,"[nan, nan]",,,,0,1,0,4350000,4350000
792,Maan,Shapoorji Codename Tornado,3,0.92,"[nan, nan]",,,,0,0,0,9200000,9200000
825,Mamurdi,Godrej Nurture,2,0.63,"[nan, nan]",,,,0,1,0,6300000,6300000
569,Mamurdi,Godrej Forest Grove At Godrej Park Greens,2,0.46,"[nan, nan]",,,,0,1,0,4600000,4600000
691,Mahalunge,Godrej Hillside 1,2,0.565,"[nan, nan]",,,,0,1,0,5650000,5650000
462,Mahalunge,Godrej Hillside 2,1,0.38,"[nan, nan]",,,,0,1,0,3800000,3800000
703,Mundhwa,Godrej Rejuve,2,0.72,"[nan, nan]",,,,0,1,0,7200000,7200000
824,Mundhwa,Godrej Rejuve,2,0.84,"[nan, nan]",,,,0,1,0,8400000,8400000
554,Hinjewadi,Vilas Yashwin Hinjawadi,2,0.435,"[nan, nan]",,,,0,1,0,4350000,4350000
588,Maan,Shapoorji Pallonji Hinjawadi I Phase 3,2,0.55,"[nan, nan]",,,,0,0,0,5500000,5500000
580,Hinjewadi,Godrej Elements,2,0.78,"[nan, nan]",,,,0,1,0,7800000,7800000
537,Maan,Shapoorji Codename Tornado,2,0.63,"[nan, nan]",,,,0,0,0,6300000,6300000
824,Mundhwa,Godrej Rejuve,2,0.85,"[nan, nan]",,,,0,1,0,8500000,8500000
646,Handewadi,Godrej Greens,2,0.425,"[nan, nan]",,,,0,1,0,4250000,4250000
931,Ambegaon Budruk,Sai Aamrai,2,0.57,,,,,1.2,1,0,5700000,5580000
931,Ambegaon Budruk,Sai Aamrai,2,0.57,,,,,1.2,1,0,5700000,5580000
691,Mahalunge,Godrej Hillside 2,2,0.57,"[nan, nan]",,,,0,1,0,5700000,5700000
440,Baner,Puraniks Aldea,1,0.39,"[nan, nan]",,,,0,1,0,3900000,3900000
1108,Mamurdi,Godrej Nurture,3,0.86,"[nan, nan]",,,,0,1,0,8600000,8600000
1120,Mamurdi,Godrej Nurture,3,0.87,"[nan, nan]",,,,0,1,0,8700000,8700000
700,Mamurdi,Godrej Forest Grove At Godrej Park Greens,3,0.625,"[nan, nan]",,,,0,1,0,6250000,6250000
635,Mamurdi,Godrej Forest Grove At Godrej Park Greens,2,0.46,"[nan, nan]",,,,0,1,0,4600000,4600000
585,Maan,Vilas Yashwin SukhNiwas,2,0.52,"[nan, nan]",,,,0,1,0,5200000,5200000
514,Hinjewadi,Joyville Hinjawadi,1,0.42,"[nan, nan]",,,,0,1,0,4200000,4200000
982,Bavdhan,Kolte Patil 24K Stargaze,3,1.3,"[nan, nan]",,,,0,1,0,13000000,13000000
1153,Bavdhan,Kolte Patil 24K Stargaze,3,1.65,"[nan, nan]",,,,0,1,0,16500000,16500000
554,Hinjewadi,Vilas Yashwin Hinjawadi,2,0.435,"[nan, nan]",,,,0,1,0,4350000,4350000
463,Maan,Shapoorji Pallonji Hinjawadi I Phase 3,1,0.46,"[nan, nan]",,,,0,1,0,4600000,4600000
515,Maan,Shapoorji Pallonji Hinjawadi I Phase 3,2,0.49,"[nan, nan]",,,,0,1,0,4900000,4900000
592,Maan,Shapoorji Pallonji Hinjawadi I Phase 3,2,0.57,"[nan, nan]",,,,0,1,0,5700000,5700000
537,Maan,Shapoorji Codename Tornado,2,0.64,"[nan, nan]",,,,0,0,0,6400000,6400000
654,Maan,Shapoorji Codename Tornado,2,0.73,"[nan, nan]",,,,0,0,0,7300000,7300000
699,Mamurdi,Godrej Nurture,2,0.542,"[nan, nan]",,,,0,1,0,5420000,5420000
678,Mamurdi,Godrej Forest Grove At Godrej Park Greens,3,0.62,"[nan, nan]",,,,0,1,0,6200000,6200000
630,Mamurdi,Godrej Forest Grove At Godrej Park Greens,2,0.65,"[nan, nan]",,,,0,1,0,6500000,6500000
691,Mahalunge,Godrej Hillside 2,2,0.57,"[nan, nan]",,,,0,1,0,5700000,5700000
877,Mahalunge,Godrej Hillside 2,3,0.75,"[nan, nan]",,,,0,1,0,7500000,7500000
1407,Mundhwa,Godrej Rejuve,3,1.5,"[nan, nan]",,,,0,1,0,15000000,15000000
737,Handewadi,Godrej Greens,3,0.54,"[nan, nan]",,,,0,1,0,5400000,5400000
876,Handewadi,Godrej Greens,3,0.6,"[nan, nan]",,,,0,1,0,6000000,6000000
660,Hinjewadi,Godrej Elements,2,0.76,"[nan, nan]",,,,0,1,0,7600000,7600000
1136,Bavdhan,Kolte Patil 24K Stargaze,3,1.58,"[nan, nan]",,,,0,1,0,15800000,15800000
792,Maan,Shapoorji Codename Tornado,3,0.92,"[nan, nan]",,,,0,0,0,9200000,9200000
971,Hinjewadi,Godrej 24,3,1.04,"[nan, nan]",,,,0,1,0,10400000,10400000
703,Mundhwa,Godrej Rejuve,2,0.72,"[nan, nan]",,,,0,1,0,7200000,7200000
1407,Mundhwa,Godrej Rejuve,3,1.06,"[nan, nan]",,,,0,1,0,10600000,10600000
621,Dhanori,Gini Belvista,2,0.44,"[nan, nan]",,,,0,0,1,4400000,4400000
745,Ravet,K Town,2,0.62,"[nan, nan]",,,,0,0,1,6200000,6200000
455,Ravet,Kiwale,1,0.36,"[nan, nan]",,,,0,1,0,3600000,3600000
647,Tathawade,Sentosa Serene,2,0.55,"[nan, nan]",,,,0,1,0,5500000,5500000
660,Ravet,Kiwale,2,0.52,"[nan, nan]",,,,0,1,0,5200000,5200000
